IYR,IMO,RAILROAD,INCDTNO,IYR2,IMO2,RR2,INCDTNO2,IYR3,IMO3,RR3,INCDTNO3,DUMMY1,GXID,YEAR,MONTH,DAY,TIMEHR,TIMEMIN,AMPM,TYPE,CARS,CARSDMG,CARSHZD,EVACUATE,DIVISION,STATION,MILEPOST,STATE,TEMP,VISIBLTY,WEATHER,TRNSPD,TYPSPD,TRNNBR,TRNDIR,TONS,TYPEQ,EQATT,TRKNAME,TRKCLAS,TRKDNSTY,TYPTRK,RRCAR1,CARNBR1,POSITON1,LOADED1,RRCAR2,CARNBR2,POSITON2,LOADED2,HEADEND1,MIDMAN1,MIDREM1,RMAN1,RREM1,HEADEND2,MIDMAN2,MIDREM2,RMAN2,RREM2,LOADF1,LOADP1,EMPTYF1,EMPTYP1,CABOOSE1,LOADF2,LOADP2,EMPTYF2,EMPTYP2,CABOOSE2,EQPDMG,TRKDMG,CAUSE,CAUSE2,CASKLDRR,CASINJRR,CASKLD,CASINJ,ACCAUSE,ACCTRK,ACCTRKCL,HIGHSPD,ACCDMG,DUMMY2,STCNTY,TOTINJ,DUMMY3,TOTKLD,ENGRS,FIREMEN,CONDUCTR,BRAKEMEN,ENGHR,ENGMIN,CDTRHR,CDTRMIN,JOINTCD,REGION,DUMMY4,TYPRR,DUMMY5,RRDIV,METHOD,NARRLEN,DUMMY6,YEAR4,RREMPKLD,RREMPINJ,PASSKLD,PASSINJ,OTHERKLD,OTHERINJ,COUNTY,CNTYCD,ALCOHOL,DRUG,DUMMY7,PASSTRN,SSB1,SSB2,NARR1,NARR2,NARR3,NARR4,NARR5,NARR6,NARR7,NARR8,NARR9,NARR10,NARR11,NARR12,NARR13,NARR14,NARR15,RCL,Latitude,Longitud,SIGNAL,MOPERA,ADJUNCT1,ADJUNCT2,ADJUNCT3,SUBDIV
17,01,UP,0117NP019,17,01,BNSF,PR0117112,17,01,BNSF,PR0117112,,,17,01,21,8,15,AM,01,0,0,0,0,,STERLING,56.2,08,30,2,1,000,,,4,0,,,UP PASS,2,,2,,,000,,,,000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20089,T309,,0,0,0,0,T309,1,4,016,163349,,08C075,0,000000,0,0,0,0,0,,,,,2,6,,1L,,,,371,,2017,0,0,0,0,0,0,LOGAN,075,,,,,OTH,,CNAMSPS0-04A OPERATED BY THE BNSF DERAILED 5 CARS WHILE TRAVERSING SOUTH/WEST OVER THE BNSF/UP PASS,"SWITCH.  THE SWITCH WAS LINED FOR THE BNSF MAINLINE AND INBOUND CREW WAS OPERATING, PREPARING FOR A",MAINLINE DEPOT SWAP.  IT APPEARS THE SWITCH ON THE BNSF END OF TRACK 069 CROSSOVER FROM BNSF TO UP P,"ASS WAS PICKED CAUSING THE DERAILMENT.  BNSF EQUIPMENT DAMAGE = $38,682",,,,,,,,,,,,,40.641549,-103.191974,2,5,,,,JULESBURG SUB
17,09,BNSF,PR0917110,,,,,17,09,BNSF,PR0917110,,,17,09,20,6,15,PM,01,0,0,0,0,,STERLING,,08,72,3,1,005,E,,3,0,6,Y,103,1,,2,NMIX,007843,006,Y,,,000,,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,2,0,0,0,0,9762,1500,H020,,0,0,0,0,H020,2,1,005,11262,,08C075,0,000000,0,0,0,1,1,,,11,15,1,6,,1L,,,,163,,2017,0,0,0,0,0,0,LOGAN,075,00,00,,N,OTH,000-000-000,RCO Y-STE1022-20 HAD 2 RAILCARS ROLL OUT OF YARD TRACK 103 AND DERAIL DUE TO FAILURE TO APPLY ENOUGH,HAND BRAKES TO RAILCARS. NO HAZARDOUS MATERIALS WERE RELEASED.,,,,,,,,,,,,,,3,40.641237,-103.192394,2,5,,,,ANGORA
17,07,UP,0717DV004,,,,,17,07,UP,0717DV004,,804343E,17,07,08,10,35,AM,07,19,0,0,0,,PLATTEVILLE,37.01,08,75,2,1,043,R,MNPN,2,9455,1,Y,SINGLE MAIN TRACK,3,27.0,1,UP,002639,001,,,,000,,4,0,0,0,0,0,0,0,0,0,72,0,28,0,0,0,0,0,0,0,47610,150,M303,,0,2,0,2,M303,1,3,043,47760,,08C123,2,000000,0,1,0,1,0,06,35,06,35,1,6,,1L,,,,341,,2017,0,0,0,0,0,2,WELD,123,,,,N,CWR,000-000-000,"SOUTHBOUND MNPNY-06, LEAD LOCOMOTIVE UP2639; STRUCK A SEMI THAT WAS HEADING WEST ON WELD COUNTY ROAD","36 AND FAILED TO STOP AT THE STOP SIGN, PULLING ONTO THE MAINLINE.  THERE WERE TWO OCCUPANTS IN THE",VEHICLE.  NO INJURIES TO THE CREW.  AT THE TIME OF THE INCIDENT THE RAIL EQUIPMENT WAS MOVING ABOVE,THE MAXIMUM FOR THE TRACK CLASS REPORTED,,,,,,,,,,,,0,40.24582,-104.816586,1,1,Q,D,,GREELY SUB
17,02,RTDC,37517,,,,,17,02,RTDC,37517,,805500Y,17,02,14,3,37,AM,07,0,0,0,58,,AURORA,10.89,08,20,4,1,069,R,4038,1,0,D,Y,1,4,,1,RTDC,004038,001,Y,,,000,,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,600000,5000,M309,,0,3,0,3,M309,1,4,069,605000,,08C001,3,000000,1,1,,,,01,05,,,1,6,,3,,,,645,,2017,0,0,0,3,1,0,ADAMS,001,00,00,,Y,CWR,000-000-000,AT 0336 A 57-YEAR-OLD MALE DRIVER OF A GMC VAN ENTERED THE CHAMBERS HIGHWAY GRADE CROSSING AND STOPP,"ED ON THE UP TRACKS. AFTER APPROXIMATELY 90 SECONDS, THE GRADE CROSSING WARNING DEVICES AND RELATED",APPARATUS ACTIVATED AND THE DRIVER MOVED HIS VEHICLE FURTHER INTO THE CROSSING AND STOPPED IN THE 80,’ SECTION BETWEEN UP AND RTDC TRACKS. THE DRIVER OF THE CAR REMAINED STATIONARY THEN SLOWLY MOVED FO,"RWARD, STOPPED, AND THEN PULLED DIRECTLY IN FRONT OF AN RTDC NORTHBOUND TRAIN. THE TRAIN COLLIDED WI",TH THE CAR RESULTING IN THE DEATH OF THE DRIVER. CORONER''S REPORT CONFIRMED SUICIDE. ONE PASSENGER I,S ACTUALLY A CONTRACT TRANSIT POLICE OFFICER.,,,,,,,,,0,39.759678,-104.810126,1,1,B,J,,A LINE
17,08,UP,0817DV028,,,,,17,08,XOMT,INDUSTRY,,,17,08,30,3,30,AM,01,2,0,0,0,,EATON,58.7,08,59,4,1,004,R,ANPR,1,6108,1,Y,OMAHA TRACK,1,,4,GACX,012739,012,Y,,,000,,2,0,0,0,0,0,0,0,0,0,25,0,4,0,0,3,0,3,0,0,17779,150,T205,T206,0,0,0,0,T205,4,1,004,17929,,08C123,0,000000,0,1,0,1,0,08,30,08,30,1,6,,1L,,,,492,,2017,0,0,0,0,0,0,WELD,123,,,,N,OTH,000-000-000,"ANPRL-29 WAS SETTING OUT 21 LOADED SAND CARS, BEHIND 25 THROUGH CARS TO SOUTH END OF THE OMAHA TRACK","FACILITY AT EATON, CO.  WHILE SHOVING CARS INTO THE FACILITY, THE 13TH HEAD CAR DERAILED DUE TO WID",E GAUGE ON THE INDUSTRY TRACK.  THE DERAILED CAR TRAVELED APPROXIMATELY 250 FEET WHERE IT HIT THE SO,UTH END OF THEIR CROSSOVER SWITCH GAPPING THE SWITCH POINT.  THIS ALLOWED THE FOLLOWING 2 CARS TO TR,"AVEL ONTO THE ADJACENT TRACK, THUS CAUSING 6 CARS TOTAL TO DERAIL.  INDUSTRY MAINTAINS TRACK",,,,,,,,,,,0,40.523003,-104.7081,1,5,,,,GREELEY SUB
17,08,UP,0817DV022,,,,,17,08,UP,0817DV022,,,17,08,19,2,15,PM,01,0,0,0,0,,LA SALLE,46.15,08,87,2,1,005,E,LDI0,1,0,8,Y,TRACK 509,X,,2,UP,002767,002,,,,000,,7,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18781,4956,T111,,0,0,0,0,T111,2,X,005,23737,,08C123,0,000000,0,1,0,1,0,06,16,06,16,1,6,,1L,,,,621,,2017,0,0,0,0,0,0,WELD,123,,,,N,OTH,000-000-000,"LDI02-19 WAS SHOVING 7 ROAD UNITS OF LIGHT POWER INTO TRACK 509 FOR OVERNIGHT STORAGE, THE SIXTH UNI",T DERAILED.  THE ENGINEER STOPPED THE TRAIN IMMEDIATELY; INITIAL OBSERVATIONS: THE MOVEMENT OF THE 6,TH UNIT PULLED TWO OF THE NORTH WHEELS OF THE TRACK OR THE 7TH UNIT AS WELL.  FIVE OF THE UNITS WERE,SHOVED PAST THE POINT OF DERAILMENT BEFORE THE UP2767 DERAILED ALL WHEELS CAUSING TWO NORTH WHEELS,ON UP2536 TO DERAIL AS WELL.  INITIAL OBSERVATIONS: APPEARED THE EAST RAIL HAD GIVEN WAY AND ROLLED,UNDER THE UP2767.  FURTHER INVESTIGATION DISCLOSED THE DERAILMENT WAS CAUSED DUE TO WIDE GAUGE DUE T,O BAD TIE CONDITIONS.,,,,,,,,,0,40.347004,-104.704889,2,5,K,,,GREELEY SUB
17,08,UP,0817PR030,,,,,17,08,IHB,2343,,,17,08,24,2,40,AM,01,3,0,0,0,,RIVERDALE,12.0,17,65,4,2,004,R,YPRC,3,6178,7,Y,IHB MAIN LINE (IHB),2,52.4,1,NOKL,734539,014,N,,,000,,1,0,0,0,0,0,0,0,0,0,53,0,46,0,0,0,0,2,0,0,50266,0,M405,,0,0,0,0,M405,1,2,004,85266,,17C031,0,000000,0,1,0,1,0,02,05,02,05,1,4,,1L,,,,350,,2017,0,0,0,0,0,0,COOK,031,00,00,,N,CWR,000-000-000,"YPRCP-23, LEAD LOCOMOTIVE BNSF7442, WAS SHOVING 76 CARS INTO YARD 4 WHEN THE NOKL734539 AND NOKL7345","72 DERAILED ON IHB MAINLINE.  ALL TRACK MEASUREMENTS WERE WITHIN SPEC, NO TRAIN HANDLING ISSUES, AND",CAR MEASUREMENTS WERE WITHIN SPEC.  L/V RATIO IS -1.59641 WHICH WILL LEAD TO THE FLANGE CLIMBING TH,"E OUTSIDE OF THE RAIL.  IHB TRACK DAMAGE = $35,000",,,,,,,,,,,,0,41.898166,-87.869082,1,1,Q,,,NORPAUL IHB
17,09,NIRC,2017070305,17,09,CP,1000617809,17,09,NIRC,2017070305,,372195R,17,09,11,12,8,AM,07,0,0,0,0,,ROSELLE,24.5,17,0,4,1,000,,,4,0,,,2,4,,1,,,000,,,,000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24791,M302,,0,0,0,1,M302,1,4,036,28181,,17C043,0,000000,0,,,,,,,,,1,4,,3L,,,,176,,2017,0,0,0,0,0,0,DU PAGE,043,,,,,CWR,000-000-000,CP FREIGHT TRAIN 472-09 STRUCK A SEMI TRUCK ATTEMPTING TO REVERSE ON THE TRACKS. THE TRAILER THEN ST,"RUCK THE GATE MECHINISM, KNOCKING IT OFF THE BASE CAUSING EXTENSIVE DAMAGES.",,,,,,,,,,,,,,,41.983637,-88.077658,1,1,Q,,,ELGIN
17,09,CSX,000171939,,,,,17,09,CSX,000171939,,,17,09,30,9,0,AM,01,0,0,0,0,,ROSEDALE,0088.0,24,60,2,2,004,E,Q410,3,4708,1,Y,EAST END YARD LEAD,1,0000.0,2,CNW,490964,062,N,CNW,490964,062,N,4,0,0,0,0,0,0,0,0,0,27,0,43,0,0,0,0,3,0,0,44507,10000,E67C,,0,0,0,0,E67C,2,1,004,54507,,24C005,0,000000,0,1,0,1,0,03,,03,,1,2,,1L,,,,780,,2017,0,0,0,0,0,0,BALTIMORE,005,,,,N,CWR,000-000-000,Q41028 WAS SHOVING INTO B9 TRACK AT BAYVIEW ON THE EAST END OF THE YARD TO MAKE A 15 CAR PICK UP OUT,"OF THIS TRACK. ONCE COUPLED TO THE CARS HE DISMOUNTED LACED AIR HOSES, AND BEGAN TO WALK TO THE WES",T END OF THE YARD TO RELEASE THE CARS FROM GROUND AIR. ONCE COMPLETED HE BEGAN TO RIDE THE REAR CAR,OUT PULLING TO PICK UP ANOTHER CUT OF CARS ON B12 TRACK. THE TRAIN WENT INTO EMERGENCY WHILE PULLING,AND THE CONDUCTOR WALKED UP TO SEE WHAT WAS WRONG AND SAW DERAILED CARS WHEN HE NOTIFIED THE YARDMA,"STER. UPON INSPECTION MECHANICAL, ENGINEERING, AND TRANSPORTATION ALL AGREED THAT THERE WAS EXCESSIV",E TREAD BUILD UP ON THE WHEEL OF THE 62 CAR CNW 490964 WHICH HAD CAUSED THE DERAILMENT. IT HAD CLIMB,ED THE FROG AT THE 8/9 POINT. CAUSE CODE E67C DAMAGE FLANGE OR TREAD (BUILD UP).,,,,,,,,0,39.304566,-76.532433,2,5,,,,BALTIMORE TERMINAL
17,08,CSX,000171060,,,,,17,08,CSX,000171060,,,17,08,19,10,30,AM,12,0,0,0,0,,CUMBERLAND,0179.4,24,75,2,1,010,E,S317,4,3268,1,Y,SINGLE MAIN TRACK,2,0006.1,1,CTTX,690498,066,N,,,000,,2,0,0,0,0,0,0,0,0,0,8,0,62,0,0,0,0,0,0,0,23132,0,H508,,0,0,0,0,H508,1,2,010,23132,,24C001,0,000000,0,1,0,1,0,01,45,01,45,1,2,,1L,,,,270,,2017,0,0,0,0,0,0,ALLEGANY,001,,,,N,CWR,000-000-000,S31719 WAS IN THE PROCESS OF DEPARTING CUMBERLAND TERMINAL WITH A TOTAL OF  70 CARS.  LINE 66 IN THE,CONSIST WAS CAR CTTX 690498 AN EMPTY AUTO RACK CLASSED BKJ.  THIS CAR STRUCK THE OVERHEAD BRIDGE AT,MP BA 179.4 ON THE SINGLE MAIN INTO THE MOUNTAIN SUB AT BEALL STREET.,,,,,,,,,,,,,0,39.65203,-78.770942,1,1,,,,CUMBERLAND TERMINAL
