IYR,IMO,RAILROAD,INCDTNO,IYR2,IMO2,RR2,INCDTNO2,IYR3,IMO3,RR3,INCDTNO3,DUMMY1,GXID,YEAR,MONTH,DAY,TIMEHR,TIMEMIN,AMPM,TYPE,CARS,CARSDMG,CARSHZD,EVACUATE,DIVISION,STATION,MILEPOST,STATE,TEMP,VISIBLTY,WEATHER,TRNSPD,TYPSPD,TRNNBR,TRNDIR,TONS,TYPEQ,EQATT,TRKNAME,TRKCLAS,TRKDNSTY,TYPTRK,RRCAR1,CARNBR1,POSITON1,LOADED1,RRCAR2,CARNBR2,POSITON2,LOADED2,HEADEND1,MIDMAN1,MIDREM1,RMAN1,RREM1,HEADEND2,MIDMAN2,MIDREM2,RMAN2,RREM2,LOADF1,LOADP1,EMPTYF1,EMPTYP1,CABOOSE1,LOADF2,LOADP2,EMPTYF2,EMPTYP2,CABOOSE2,EQPDMG,TRKDMG,CAUSE,CAUSE2,CASKLDRR,CASINJRR,CASKLD,CASINJ,ACCAUSE,ACCTRK,ACCTRKCL,HIGHSPD,ACCDMG,DUMMY2,STCNTY,TOTINJ,DUMMY3,TOTKLD,ENGRS,FIREMEN,CONDUCTR,BRAKEMEN,ENGHR,ENGMIN,CDTRHR,CDTRMIN,JOINTCD,REGION,DUMMY4,TYPRR,DUMMY5,RRDIV,METHOD,NARRLEN,DUMMY6,YEAR4,RREMPKLD,RREMPINJ,PASSKLD,PASSINJ,OTHERKLD,OTHERINJ,COUNTY,CNTYCD,ALCOHOL,DRUG,DUMMY7,PASSTRN,SSB1,SSB2,NARR1,NARR2,NARR3,NARR4,NARR5,NARR6,NARR7,NARR8,NARR9,NARR10,NARR11,NARR12,NARR13,NARR14,NARR15,RCL,Latitude,Longitud,SIGNAL,MOPERA,ADJUNCT1,ADJUNCT2,ADJUNCT3,SUBDIV
08,05,BNSF,MT0508102,,,,,08,05,BNSF,MT0508102,,,08,05,19,6,15,AM,13,0,0,0,0,MONTANA,JAVA,1165.2,30,50,1,1,012,E,,4,0,A,Y,MAIN TRACK NO 1,3,077.31,1,SPIK,000001,001,N,,,000,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,45000,0,M504,E99L,0,0,0,0,M504,1,3,012,351000,,30C029,0,000000,0,3,0,0,0,11,15,,,3,8,,1L,,MONTAN,E,262,,2008,0,0,0,0,0,0,FLATHEAD,029,,,,N,,,TRAVELING WESTWARD BETWEEN MARIAS AND JAVA WEST WHEN LOCKING MECHANISM ON CONDUCTOR MACHINE LORAM RA,"IL GRINDER, RG302 FAILED ALLOWING GRINDER CARRIAGE TO BLEED DOWN AND CATCH ON GUARD RAIL AND CAUSE D","AMAGE TO 54 TIES, SWITCH RODS AND SWITCH MACHINE AT JAVA EAST.",,,,,,,,,,,,,0,0,0,,,,,,
08,02,BRC,12075,,,,,08,02,BRC,12075,,,08,02,22,4,0,AM,01,0,0,0,0,SYSTEM,BEDFORD PARK,9,17,16,4,2,000,R,FTTX,3,0,6,N,34ECLS,1,,2,FTTX,972714,001,Y,,,000,,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,0,0,0,0,12265,0,M411,,0,0,0,0,M411,2,1,000,12265,,17C031,0,000000,0,0,0,0,0,,,,,1,4,,3S,,SYSTEM,N,71,,2008,0,0,0,0,0,0,COOK,031,,,,,,,DURING HUMP OPERATIONS CAR FTTX972714 DERAILED DUE TO BYPASSED COUPLERS,,,,,,,,,,,,,,,0,0,0,,,,,,
08,07,BNSF,CO0708105,,,,,08,07,BNSF,CO0708105,,,08,07,09,5,15,PM,01,0,0,0,0,COLORADO,LA JUNTA,,08,70,2,1,000,R,,,0,6,N,112,1,,2,SLC,000137,001,N,,,000,,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,10063,0,H504,,0,0,0,0,H504,2,1,005,16463,,08C089,0,000000,0,0,0,0,0,,,,,1,6,,1L,,COLORA,L,164,,2008,0,0,0,0,0,0,OTERO,089,,,,N,,,"LOCAL, WHILE DOUBLING CUT OF CARS FROM 112 TO 113 TRK, DERAILED 3 CARS WHICH HIT STANDING CARS IN 11",3 TRACK.  CAUSE DETERMINED TO BE WHEEL LIFT DUE TO TRAIN MAKEUP.,,,,,,,,,,,,,,0,0,0,,,,,,
08,01,UP,0108LA019,,,,,08,01,UP,0108LA019,,,08,01,28,1,45,PM,01,0,0,0,0,LOS ANGELES,CITY OF INDUSTRY,501.1,06,58,2,3,005,E,YCI1,3,1863,7,Y,YARD,1,,2,NCIX,000414,008,N,,,000,,7,0,0,0,0,0,0,0,0,0,1,0,52,0,0,0,0,6,0,0,4800,4208,T113,,0,0,0,0,T113,2,1,005,9008,,06C037,0,000000,0,1,0,1,1,04,45,04,45,1,7,,1L,,LOS AN,N,71,,2008,0,0,0,0,0,0,LOS ANGELES,037,,,,N,,,YCI19-28 WAS BUILDING THE MCIWC-28 WHEN THEY DERAILED DUE TO WIDE GAGE.,,,,,,,,,,,,,,,0,0,0,,,,,,
08,05,BNSF,MT0508200,,,,,08,05,BNSF,MT0508200,,059196N,08,05,28,8,16,AM,07,1,0,0,0,MONTANA,RIVERVIEW,1306.7,30,61,2,1,053,R,ZPTL,3,3762,1,Y,MAIN TRACK,4,076.82,1,BNSF,005247,001,,,,000,,3,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,11500,0,M302,,0,0,0,0,M302,1,4,053,11500,,30C053,0,000000,0,1,0,1,0,04,46,04,46,1,8,,1L,,MONTAN,E,204,,2008,0,0,0,0,0,0,LINCOLN,053,,,,N,,,"HEADING EAST ON THE MAIN TRACK AT RIVERVIEW, MT A LARGE MOW TRUCK SLOWED FOR THE CROSSING THEN PULLE",D OUT ON THE CROSSING.  TRAIN Z PTLCHC2 27 HIT THE MOW TRUCK AND SHOVED TRUCK OFF ONTO THE RIGHT OF,WAY.,,,,,,,,,,,,,0,0,0,,,,,,
08,07,BNSF,CO0708105,,,,,08,07,BNSF,CO0708105,,,08,07,09,5,15,PM,01,0,0,0,0,COLORADO,LA JUNTA,,08,70,2,1,005,R,LCOL,3,3999,1,Y,112,1,,2,CW,006563,003,N,,,000,,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,4000,2400,H504,,0,0,0,0,H504,2,1,005,16463,,08C089,0,000000,0,1,0,1,1,06,30,08,,3,6,,1L,,COLORA,L,164,,2008,0,0,0,0,0,0,OTERO,089,,,,N,,,"LOCAL, WHILE DOUBLING CUT OF CARS FROM 112 TO 113 TRK, DERAILED 3 CARS WHICH HIT STANDING CARS IN 11",3 TRACK.  CAUSE DETERMINED TO BE WHEEL LIFT DUE TO TRAIN MAKEUP.,,,,,,,,,,,,,,0,0,0,,,,,,
08,04,BRC,12098,,,,,08,04,BRC,12098,,,08,04,03,8,0,AM,01,0,0,0,0,SYSTEM,BEDFORD PARK,9,17,50,2,1,004,E,PLCX,3,0,7,Y,00LADDER LEAD,1,,2,PLCX,022948,007,N,,,000,,1,0,1,0,0,0,0,0,0,0,25,0,18,0,0,0,0,3,0,0,9423,3760,T221,,0,0,0,0,T221,2,1,004,13183,,17C031,0,000000,0,1,0,1,0,01,30,01,30,1,4,,3S,,SYSTEM,N,193,,2008,0,0,0,0,0,0,COOK,031,,,,N,,,WHILE THE CREW WAS PERFORMING A DOUBLING MOVE THE 7TH AND 8TH CARS DERAILED WHEN THE CARS REACHED 41,EDEP JUST PAST THE CROSSOVER CONNECTING THE LADDER TO THE 38 POCKET JUST EAST OF THE SWITCH.,,,,,,,,,,,,,,1,0,0,,,,,,
08,01,UP,0108LA020,,,,,08,01,UP,0108LA020,,,08,01,29,6,50,AM,01,0,0,0,0,LOS ANGELES,COLTON,535.0,06,50,1,1,005,E,YCW4,3,1430,7,Y,YARD,1,,2,ATW,300258,003,Y,,,000,,2,0,0,0,0,0,0,0,0,0,10,0,3,0,0,4,0,0,0,0,14796,3807,T110,,0,0,0,0,T110,2,1,005,18603,,06C071,0,000000,0,2,0,0,0,06,50,,,1,7,,1L,,LOS AN,N,99,,2008,0,0,0,0,0,0,SAN BERNARDINO,071,,,,N,,,YCW45R-28 WAS SWITCHING WHEN THEY DERAILED FOUR LOADED CARS DUE TO WIDE GAUGE.  UP MAINTAINS TRACK.,,,,,,,,,,,,,,,3,0,0,,,,,,
08,01,UP,0108LA024,,,,,08,01,XADM,INDUSTRY,,,08,01,30,4,40,AM,01,0,0,0,0,LOS ANGELES,LOS ANGELES,3.5,06,32,4,1,004,E,YLA7,4,1920,7,Y,INDUSTRY,1,,4,BNSF,436530,026,Y,,,000,,2,0,0,0,0,0,0,0,0,0,24,0,0,0,0,1,0,0,0,0,101,10000,T311,,0,0,0,0,T311,4,1,004,10101,,06C037,0,000000,0,2,0,0,0,06,10,,,1,7,,1L,,LOS AN,N,146,,2008,0,0,0,0,0,0,LOS ANGELES,037,,,,N,,,YLA70R-29 WAS SHOVING INTO ADM MILLING TRK WHEN THEY DERAILED OVER A NEW CUSTOMER SWITCH THAT WAS OU,T OF ADJUSTMENT.  ADM MILLING MAINTAINS TRACK.,,,,,,,,,,,,,,3,0,0,,,,,,
08,01,UP,0108LK047,,,,,08,01,XHSA,INDUSTRY1,,,08,01,29,10,15,AM,12,0,0,0,0,NORTH LITTLE ROCK,BOSSIER CITY,447.0,22,65,2,3,000,R,,,5156,6,N,INDUSTRY,1,,4,PCTX,001526,039,Y,,,000,,0,0,0,0,0,0,0,0,0,0,40,0,1,0,0,0,0,0,0,0,7775,750,H306,,0,0,0,0,H306,4,1,004,40253,,22C015,0,000000,0,0,0,0,0,,,,,3,5,,1L,,NORTH,N,131,,2008,0,0,0,0,0,0,BOSSIER,015,00,00,,N,,,RMLRV-24 WAS SHOVING CARS INTO TRACK WHEN THE REAR CAR STRUCK A CUT OF CARS FOULING THEIR RAIL.  HAN,SON AGGREGATES MAINTAINS TRACK.,,,,,,,,,,,,,,0,0,0,,,,,,
