IYR,IMO,RAILROAD,INCDTNO,IYR2,IMO2,RR2,INCDTNO2,IYR3,IMO3,RR3,INCDTNO3,DUMMY1,GXID,YEAR,MONTH,DAY,TIMEHR,TIMEMIN,AMPM,TYPE,CARS,CARSDMG,CARSHZD,EVACUATE,DIVISION,STATION,MILEPOST,STATE,TEMP,VISIBLTY,WEATHER,TRNSPD,TYPSPD,TRNNBR,TRNDIR,TONS,TYPEQ,EQATT,TRKNAME,TRKCLAS,TRKDNSTY,TYPTRK,RRCAR1,CARNBR1,POSITON1,LOADED1,RRCAR2,CARNBR2,POSITON2,LOADED2,HEADEND1,MIDMAN1,MIDREM1,RMAN1,RREM1,HEADEND2,MIDMAN2,MIDREM2,RMAN2,RREM2,LOADF1,LOADP1,EMPTYF1,EMPTYP1,CABOOSE1,LOADF2,LOADP2,EMPTYF2,EMPTYP2,CABOOSE2,EQPDMG,TRKDMG,CAUSE,CAUSE2,CASKLDRR,CASINJRR,CASKLD,CASINJ,ACCAUSE,ACCTRK,ACCTRKCL,HIGHSPD,ACCDMG,DUMMY2,STCNTY,TOTINJ,DUMMY3,TOTKLD,ENGRS,FIREMEN,CONDUCTR,BRAKEMEN,ENGHR,ENGMIN,CDTRHR,CDTRMIN,JOINTCD,REGION,DUMMY4,TYPRR,DUMMY5,RRDIV,METHOD,NARRLEN,DUMMY6,YEAR4,RREMPKLD,RREMPINJ,PASSKLD,PASSINJ,OTHERKLD,OTHERINJ,COUNTY,CNTYCD,ALCOHOL,DRUG,DUMMY7,PASSTRN,SSB1,SSB2,NARR1,NARR2,NARR3,NARR4,NARR5,NARR6,NARR7,NARR8,NARR9,NARR10,NARR11,NARR12,NARR13,NARR14,NARR15,RCL,Latitude,Longitud,SIGNAL,MOPERA,ADJUNCT1,ADJUNCT2,ADJUNCT3,SUBDIV
15,06,ATK,137931,,,,,15,06,IC,862205,,,15,06,07,10,55,PM,09,0,0,0,0,,TUSCOLA,0149.0,17,68,4,3,070,E,59,2,0,2,Y,MAIN 1,4,,1,AMT,000163,001,,,,000,,1,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,12753,0,M404,,0,0,0,0,M404,1,4,070,12753,,17C041,0,000000,0,1,0,2,0,03,55,03,55,1,4,,1L,,,,172,,2015,0,0,0,0,0,0,DOUGLAS,041,,,,Y,CWR,,TRAIN 59 OPERATING WITH LOCOMOTIVE E/163 AND 7 CARS STRUCK A TREE LAYING ON THE TRACK AND SUSTAINED,"NUMEROUS DAMAGES TO ENGINE 163.  AMTRAKS EQUIPMENT DAMAGE IS $12,753.00.",,,,,,,,,,,,,,0,39.808992,-88.289474,1,1,,,,LONG DISTANCE
15,06,ATK,138006,,,,,15,06,IC,856858,,289048D,15,06,27,10,15,PM,07,0,0,0,0,,RANTOUL,0115.8,17,66,4,1,079,R,59,2,0,2,Y,SINGLE MAIN TRACK,4,,1,AMT,000014,001,,,,000,,1,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,16548,0,M308,,0,1,0,1,M308,1,4,079,17071,,17C019,1,000000,0,1,0,2,0,03,10,03,10,1,4,,1L,,,,150,,2015,0,0,0,0,0,1,CHAMPAIGN,019,,,,Y,CWR,,"TRAIN 59 OPERATING WITH LOCOMOTIVE E/14 AND 7 CARS STRUCK AN OCCUPIED SUV AT MP 115.80, CHANDLER RD","CROSSING.  AMTRAKS EQUIPMENT DAMAGE IS $16,548.00.",,,,,,,,,,,,,,0,40.282752,-88.171116,1,1,,,,CHICAGO
15,10,UP,1015LV007,,,,,15,10,XADG,INDUSTRY,,,15,10,10,6,50,PM,04,0,0,0,0,,AMA,18.3,22,66,4,1,000,R,,,3504,6,N,AMA YARD TRACK 4 & 3,X,,2,UP,090885,002,Y,,,000,,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,1190,0,H306,,0,0,0,0,H306,2,X,001,15663,,22C089,0,000000,0,0,0,0,0,,,,,1,5,,1L,,,,1500,,2015,0,0,0,0,0,0,ST CHARLES,089,00,00,,N,OTH,,EMPTY NORTHBOUND LOADED GRAIN TRAIN CREW GSAMHN-09 DERAILED 4 CARS IN AMA YARD.  THE CREW MOUNTED TH,"EIR TRAIN IN THE NORTH END OF TRACK #4 AT AMA, UNDER THE IMPRESSION THEIR TRAIN WAS TOGETHER AND REA","DY TO DEPART, AND REALIZED THEY HAD NO READING ON THE REAR END.  THE TRAIN WAS ACTUALLY CUT IN 2 TRA","CKS WITH THE HEAD END OF THE TRAIN AND LOCOMOTIVES IN TRACK #4 (67 CARS), AND THE REAR OF THEIR TRAI",N WAS IN ADJACENT TRACK #3 (42 CARS).  THE CONDUCTOR GOT IN THE RCX VAN AND TRAVELED TO THE SOUTH EN,"D OF TRACK #4 AT AMA.  THERE HE NOTICED CARS IN TRACK 4 WITH A CROSSING CUT, AND 3 CARS SOUTH OF THE","CROSSING.  ASSUMNG THIS WAS THE REAR OF HIS TRAIN AND THE CUT CROSSING WAS CAUSING HIS AIR ISSUES,","HE SHOVED THE CUT TO A JOINT, COUPLED THE HOSES, BUT STILL DID NOT GET A READING.  DURING THIS SHOVE",", THE CARS CONNECTED TO THE LOCOMOTIVE (THE HEAD OF HIS OUTBOUND TRAIN) WERE ACTUALLY NORTH OF THE I",NBOUND ELEVATOR LEAD SWITCH IN THE MIDDLE OF TRACK #4.  THE ELEVATOR LEAD CONTAINED A SEPARATE STING,OF LOADED GRAIN CARS WITH NO LOCOMOTIVE ATTACHED THAT EXTENDED FROM THE INBOUND LEAD (TRACK 840) SO,"UTH ONTO TRACK #4.  THE CARS THE CONDUCTOR OBSERVED WHILE SHOVING TRACK #4, WERE ACTUALLY THE SOUTH",END OF THOSE STANDING LOADED CARS WHICH HE HAD JUST UNKNOWINGLY SIDESWIPED 35 CARS NORTH OF HIS POSI,TION AT THE REAR OF THE PORTION OF HIS TRAIN ATTACHED TO THE LOCOMOTIVE.  THE LEADING 2 CARS IN THE,DIRECTION OF MOVEMENT (EMPTY GRAIN HOPPERS ON THE HEAD OF HIS TRAIN) DERAILED TOWARD ADJACENT TRACK#,0,29.933887,-90.307682,2,5,K,,,LIVONIA SUB
15,10,NS,117942,,,,,15,10,NS,117942,,,15,10,27,12,25,PM,01,0,0,0,0,,NEW ORLEANS,NO195.,22,75,2,2,010,R,141,1,0,1,Y,SOUTHEAST LEAD,1,0000,2,TILX,518912,020,N,,,000,,3,0,0,0,0,0,0,0,0,0,1,0,23,0,0,0,0,3,0,0,12800,4500,T207,,0,0,0,0,T207,2,1,010,17300,,22C071,0,000000,0,1,1,1,0,07,45,07,45,1,5,,1L,,,,138,,2015,0,0,0,0,0,0,ORLEANS,071,,,,N,OTH,,"141 SHOVING NORTH ON SOUTHEAST SWITCHING LEAD TOWARD EY16 WITH 3 ENGINES, 1 LOAD AND 23 EMPTIES, DER",AILED THE 18TH THROUGH 20TH HEAD CARS.,,,,,,,,,,,,,,0,29.974938,-90.044895,2,5,K,,,ALABAMA
15,08,UP,0815LK007,,,,,15,08,UP,0815LK007,,,15,08,10,6,5,AM,01,0,0,0,0,,SHREVEPORT,323.0,22,90,1,2,004,E,LWE0,1,2546,7,Y,TRACK 796,1,,2,UPY,000668,002,,,,000,,3,0,0,0,0,2,0,0,0,0,14,0,25,0,0,0,0,0,0,0,56267,1325,T317,,0,0,0,0,T317,2,1,004,57592,,22C017,0,000000,0,2,0,0,0,06,35,,,1,5,,1L,,,,200,,2015,0,0,0,0,0,0,CADDO,017,00,00,,N,OTH,,THE LWE07R-09 CREW HAD JUST PULLED 39 CARS OUT TRACK 14 HEADING WEST ON THE LEAD AT REISOR YARD WHEN,THE SECOND AND THIRD ENGINE ON THE CONSIST DERAILED AS THEY WENT OVER THE 739/113 FROG.  DERAILMENT,,,,,,,,,,,,,,3,32.437084,-93.921549,2,5,K,,,REISOR SUB
15,03,BNSF,TC0315108,,,,,15,03,BNSF,TC0315108,,,15,03,07,9,0,AM,12,0,0,0,0,,MINNEAPOLIS,,27,30,2,1,010,E,YNTW,4,0,7,Y,2008,1,,2,BNSF,451015,001,Y,,,000,,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,48200,0,M407,,0,0,0,0,M407,2,1,010,48200,,27C053,0,000000,0,0,0,1,1,,,10,30,1,4,,1L,,,,175,,2015,0,0,0,0,0,0,HENNEPIN,053,,,,N,OTH,,RCO Y-NTW3002-06 HAD 2 RAILCARS IMPACT EACH DURING HUMPING OPERATIONS DUE TO AN AUTOMATIC HUMP RETAR,DER FAILURE TO SUFFICIENTLY SLOW CAR. NO HAZARDOUS MATERIALS WERE RELEASED.,,,,,,,,,,,,,,3,45.033861,-93.271737,2,5,Z,,,STAPLES
15,03,BNSF,TC0315110,,,,,15,03,BNSF,TC0315110,,,15,03,08,4,30,AM,01,0,0,0,0,,MINNEAPOLIS,,27,30,4,1,008,E,YNTW,4,0,7,Y,3011,1,,2,FURX,830122,014,Y,,,000,,2,0,0,0,0,0,0,0,0,0,24,0,0,0,0,4,0,0,0,0,33473,329231,T206,,0,0,0,0,T206,2,1,008,362704,,27C053,0,000000,0,2,0,2,1,06,,06,,1,4,,1L,,,,147,,2015,0,0,0,0,0,0,HENNEPIN,053,00,00,,N,CWR,,"Y-NTW3061-07 DERAILED 4 CARS WHILE SHOVING TRACK 3011 DUE TO DEFECTIVE TRACK OR MISSING SPIKE, RAIL",FASTENERS NO HAZARDOUS MATERIALS WERE RELEASED.,,,,,,,,,,,,,,0,45.019747,-93.26282,1,5,Z,,,STAPLES
15,03,BNSF,TC0315116,,,,,15,03,BNSF,TC0315116,,,15,03,13,10,55,AM,01,0,0,0,0,,BROOKSTON,53.4,27,45,2,1,040,E,UBRM,3,22107,1,Y,SINGLE MAIN TRACK,4,35.94,1,BNSF,005344,001,,BN,099178,159,Y,2,0,0,0,1,0,0,0,0,0,176,0,0,0,0,1,0,0,0,0,6500,24745,E53C,,0,0,0,0,E53C,1,4,040,31245,,27C137,0,000000,0,1,0,1,0,07,55,07,55,1,4,,1L,,,,135,,2015,0,0,0,0,0,0,ST LOUIS,137,,,,N,CWR,,U-BRMALL0-99 DERAILED 1 RAILCAR ON SINGLE MAIN TRACK DUE TO CAR JOURNAL FAILURE FROM OVERHEATING. NO,HAZARDOUS MATERIALS WERE RELEASED.,,,,,,,,,,,,,,0,46.827665,-92.554843,1,1,Q,,,LAKES
15,03,BNSF,SF0315126,,,,,15,03,BNSF,SF0315126,,,15,03,26,10,30,AM,01,0,0,0,0,,BLUE SPRINGS,570.3,28,63,2,1,003,E,RSPR,1,2090,1,Y,SIDING TRACK,1,,3,GRW,007027,001,Y,GRW,007027,001,Y,2,0,0,0,0,0,0,0,0,0,18,0,8,0,0,1,0,0,0,0,13865,2300,E02C,,0,0,0,0,E02C,3,1,003,16165,,28C145,0,000000,0,1,0,1,1,04,30,04,30,1,3,,1L,,,,138,,2015,0,0,0,0,0,0,UNION,145,00,00,,N,CWR,,R-SPR6331-26 HAD 1 RAILCAR ROLL OUT AND DERAIL AFTER IT WAS SET OUT DUE TO BROKEN BRAKE PIPE ON CAR.,NO HAZARDOUS MATERIALS WERE RELEASED.,,,,,,,,,,,,,,0,34.417039,-88.919757,1,1,Q,,,BIRMINGHAM
15,03,ATK,136497,,,,,15,03,IC,846126,,,15,03,02,1,40,PM,09,0,0,0,0,,OSYKA,0817.0,28,67,2,3,060,E,59,2,0,2,Y,MAIN,4,,1,AMT,000130,001,,,,000,,1,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,25258,0,M404,,0,0,0,0,M404,1,4,060,25283,,28C113,0,000000,0,1,0,2,0,05,10,05,10,1,3,,1L,,,,141,,2015,0,0,0,0,0,0,PIKE,113,,,,Y,CWR,,TRAIN 59 OPERATING WITH LOCOMOTIVE E/130 AND 7 CARS STRUCK A TREE THAT FELL ON THE TRACKS AT MP 817.,"AMTRAKS EQUIPMENT DAMAGE IS $25,258.00.",,,,,,,,,,,,,,0,31.227353,-90.449173,1,1,,,,MCCOMB
