IYR,IMO,RAILROAD,INCDTNO,IYR2,IMO2,RR2,INCDTNO2,IYR3,IMO3,RR3,INCDTNO3,DUMMY1,GXID,YEAR,MONTH,DAY,TIMEHR,TIMEMIN,AMPM,TYPE,CARS,CARSDMG,CARSHZD,EVACUATE,DIVISION,STATION,MILEPOST,STATE,TEMP,VISIBLTY,WEATHER,TRNSPD,TYPSPD,TRNNBR,TRNDIR,TONS,TYPEQ,EQATT,TRKNAME,TRKCLAS,TRKDNSTY,TYPTRK,RRCAR1,CARNBR1,POSITON1,LOADED1,RRCAR2,CARNBR2,POSITON2,LOADED2,HEADEND1,MIDMAN1,MIDREM1,RMAN1,RREM1,HEADEND2,MIDMAN2,MIDREM2,RMAN2,RREM2,LOADF1,LOADP1,EMPTYF1,EMPTYP1,CABOOSE1,LOADF2,LOADP2,EMPTYF2,EMPTYP2,CABOOSE2,EQPDMG,TRKDMG,CAUSE,CAUSE2,CASKLDRR,CASINJRR,CASKLD,CASINJ,ACCAUSE,ACCTRK,ACCTRKCL,HIGHSPD,ACCDMG,DUMMY2,STCNTY,TOTINJ,DUMMY3,TOTKLD,ENGRS,FIREMEN,CONDUCTR,BRAKEMEN,ENGHR,ENGMIN,CDTRHR,CDTRMIN,JOINTCD,REGION,DUMMY4,TYPRR,DUMMY5,RRDIV,METHOD,NARRLEN,DUMMY6,YEAR4,RREMPKLD,RREMPINJ,PASSKLD,PASSINJ,OTHERKLD,OTHERINJ,COUNTY,CNTYCD,ALCOHOL,DRUG,DUMMY7,PASSTRN,SSB1,SSB2,NARR1,NARR2,NARR3,NARR4,NARR5,NARR6,NARR7,NARR8,NARR9,NARR10,NARR11,NARR12,NARR13,NARR14,NARR15,RCL,Latitude,Longitud,SIGNAL,MOPERA,ADJUNCT1,ADJUNCT2,ADJUNCT3,SUBDIV
16,07,RTDC,14582,,,,,16,07,RTDC,14582,,,16,07,03,3,39,PM,12,0,0,0,0,,DENVER,2.5,08,87,2,1,003,E,4024,2,0,D,Y,9,1,,2,RTDC,004024,001,N,,,000,,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,20515,0,H509,,0,0,0,0,H509,2,1,003,20515,,08C031,0,000000,0,1,,,,01,39,,,1,6,,3,,,,247,,2016,0,0,0,0,0,0,DENVER,031,,,,N,CWR,000-000-000,TRAIN 4024 WAS BEING MOVED FROM THE SHOP TO THE YARD ON TRACK 9 WITH A CAR MOVER. VEHICLE MAINTENANC,E TECHNICIAN DID NOT PERFORM AN ADEQUATE INSPECTION BEFORE THE MOVE WHICH RESULTED IN THE PANTOGRAPH,BEING DAMAGED AS IT WAS MOVED OUT OF THE SHOP.,,,,,,,,,,,,,1,39.789985,-104.995987,2,5,K,,,CRMF
16,12,RTDC,30066,,,,,16,12,RTDC,30066,,,16,12,03,5,53,PM,01,0,0,0,0,,DENVER,2.3,08,31,4,1,003,R,4034,2,0,D,Y,11,1,,2,RTDC,004034,002,N,,,000,,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,26755,200,H607,H702,0,0,0,0,H607,2,1,003,26955,,08C031,0,000000,0,1,,,,04,,,,1,6,,3,,,,507,,2016,0,0,0,0,0,0,DENVER,031,00,00,,,CWR,000-000-000,"OPERATOR WAS TRAVELING NORTHBOUND, MAKING A DIVERGING MOVE FROM THE SOUTH SHOP LEAD TO TRACK 11, OPE",RATOR DID NOT ACKNOWLEDGE THAT HANDTHROW SWITCH 8 WAS NOT PROPERLY LINED FOR HER TRAILING MOVE. OPER,ATOR BEGAN TO EXPERIENCE PROPULSION ISSUES AND STOPPED ON SWITCH 8. OPERATOR WAS INSTRUCTED TO SWITC,"H ENDS AND PROCEED SOUTH ON THE SOUTH SHOP LEAD. AS THE OPERATOR DID SO, THE TRAIN DERAILED. HANDTHR",OW SWITCH 8''S NORMAL POSITION IS FOR A DIVERGING MOVE AND WAS LINED AND LOCKED FOR A STRAIGHT MOVE I,NSTEAD.,,,,,,,,,,0,39.794911,-104.999134,2,5,K,,,CRMF
16,03,UP,0316TC004,,,,,16,03,UP,0316TC004,,,16,03,11,8,50,AM,01,17,0,0,0,,DES MOINES,73.5,19,60,2,2,008,R,YDM6,1,4875,7,Y,NORTH LEG OF WYE,1,,2,TBOX,662899,046,Y,TBOX,662899,046,Y,2,0,0,0,0,0,0,0,0,0,32,0,19,0,0,8,0,0,0,0,27065,5616,T111,E64C,0,0,0,0,T111,2,1,008,32681,,19C153,0,000000,0,1,0,1,0,,51,,51,1,6,,1L,,,,362,,2016,0,0,0,0,0,0,POLK,153,00,00,,N,OTH,000-000-000,"YDM64-11 WAS TAKING A DRAG OF 51 CARS TO HULL AVE.  WHILE PULLING OUT OF THE YARD TOWARD HULL AVE, T",HE ENGINEER STATED THAT THE MOVEMENT WAS SLOWING AT A RATE FASTER THAN NORMAL.  HE THEN CAME TO A ST,"OP WITHOUT GOING INTO EMERGENCY OR USING THE LOCOMOTIVE/TRAIN BRAKES.  UPON INVESTIGATION, IT WAS FO",UND THAT THE REAR 8 CARS DERAILED AROUND THE CURVE OF THE WYE.,,,,,,,,,,,,0,41.590525,-93.580522,2,5,,,,MASON CITY SUB
16,06,CIC,D201604,,,,,16,06,CIC,D201604,,,16,06,24,9,0,PM,01,0,0,0,0,,CEDAR RAPIDS,4.8,19,72,4,1,004,E,JOB,1,0,6,Y,901,2,,2,PMRX,056261,001,N,,,000,,0,0,0,0,0,0,0,0,0,0,6,0,42,0,0,0,0,1,0,0,30000,0,H318,H699,0,0,0,0,H318,2,2,004,30000,,19C113,0,000000,0,1,0,1,0,02,,02,,1,6,,3L,,,,387,,2016,0,0,0,0,0,0,LINN,113,,,,N,OTH,,CONDUCTOR WAS PINNING CARS INTO TWO TRACKS.  EACH TRACK HAD 3 HANDBRAKES ON THEM.  GIVEN THE DISTANC,"E TRAVELED BY THE CARS, GRADE, AND THE NUMBER OF CARS PINNED, BOTH TRACKS MOVED.  TRACK 901 MOVED TO",THE EAST TO FOUL THE SWITCHING LEAD AND TRACK 904 MOVED APPROXIMATELY 11 CARS LENGTHS STRIKING THE,"CARS ON 901 RESULTING IN A DERAILMENT.

THE COST OF CAR REPAIR DAMAGE IS AN ESTIMATE.",,,,,,,,,,,,0,41.92691,-91.717374,2,5,K,,,FOUR
16,05,CC,888489,,,,,16,05,CC,888489,,,16,05,15,11,28,AM,12,1,1,0,0,,COUNCIL BLUFFS,511.1,19,64,2,1,007,E,L592,3,896,7,Y,CB47,1,,2,NATX,251647,008,Y,,,000,,1,0,0,0,0,0,0,0,0,0,8,0,2,0,0,0,0,1,0,0,24252,240,H312,,0,0,0,0,H312,2,1,007,24492,,19C155,0,000000,0,1,0,1,0,05,45,04,30,1,6,,3L,,,,697,,2016,0,0,0,0,0,0,POTTAWATTAMIE,155,00,00,,N,OTH,000-000-000,L59291-15 WAS FLAT SWITCHING INTO TRACK CB47. THE CONDUCTOR PUT 2 CARS WITH 1 HANDBRAKE INTO CB47 AP,PROX. 2 CAR LENGTHS NORHT OF THE SWITCH. HE THEN CONTINUED TO SWITCH OUT INTO SEVERAL TRACKS WITH 2,MORE BEING ADDED TO CB47 LEAVING THE B-END OF GATX 29858 SITTING ON TOP OF THE CB47 SWITCH. THE COND,UCTOR MADE A MOVE TOWARDS TRACK CB03 WITH 1 CAR AND THEN STARTED TO KICK 2 LOADED TANKS UP THE LEAD,TOWARDS CB47. WHEN THE SECOND CAR TRAVERSED THE CB03 SWITCH HE TOLD THE ENGINEER THAT WILL DO AND PU,"LLED THE PIN ON THE 2 LOADS. THE LEADING CAR, NATX 251647, THEN TRAVELED APPROX. 235'' BEFORE BYPASSI","NG DRAWBARS WITH GATX 29858 CAUSING IT TO DERAIL. THE CREW WAS TESTED, ALL RESULTS WERE NEGATIVE.",,,,,,,,,0,41.27155,-95.863152,2,5,,,,OMAHA
16,11,BNSF,CH1116107,,,,,16,11,BNSF,CH1116107,,,16,11,13,3,45,AM,01,0,0,0,0,,CHICAGO,,17,40,4,1,010,E,BCHC,4,2078,1,Y,1006,1,,2,BNSF,270806,008,N,,,000,,2,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,2,0,0,10000,115928,T210,,0,0,0,0,T210,2,1,010,125928,,17C031,0,000000,0,1,0,1,0,02,15,02,15,1,4,,1L,,,,125,,2016,0,0,0,0,0,0,COOK,031,,,,N,OTH,000-000-000,B-CHCLPC5-10 DERAILED 2 RAILCARS AND CAUSED SIGNIFICANT SIGNAL WHILE PULLING OUT OF YARD TRACK 1006,DUE TO TRACK BROKEN RAIL.,,,,,,,,,,,,,,0,41.837048,-87.775461,2,5,,,,CHICAGO
16,11,BNSF,CH1116108,,,,,16,11,BNSF,CH1116108,,,16,11,21,10,25,AM,09,0,0,0,0,,CHILLICOTHE,126.6,17,40,2,1,000,E,,4,0,9,Y,MAIN 1 TRACK,5,57.70,1,BNXX,023917,001,N,,,000,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,100000,0,H402,,0,0,0,0,H402,1,5,044,100500,,17C143,0,000000,0,1,0,0,0,03,25,,,1,4,,1L,,,,189,,2016,0,0,0,0,0,0,PEORIA,143,00,00,,N,CWR,,Z-SBDWSP9-19 IMPACTED AN UNOCCUPIED HIRAIL VEHICLE WHILE TRAVERSING SINGLE MAIN TRACK DUE TO VEHICLE,OPERATOR SETTING ON TO INCORRECT TRACK. FAILURE TO COMPLY WITH ON TRACK EQUIPMENT RULES.,,,,,,,,,,,,,,0,40.929758,-89.427908,1,1,Q,,,CHILLICOTHE
16,07,CERR,160701006,,,,,16,07,CERR,160701006,,,16,07,01,2,30,PM,05,4,4,0,0,,CICERO,3.6,17,72,2,1,002,R,CR1,1,360,1,Y,5,X,,4,UTLX,671168,001,N,,,000,,0,0,0,1,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,45000,0,H302,H307,0,0,0,0,H302,4,X,002,45000,,17C031,0,000000,0,1,0,1,1,01,30,01,30,1,4,,3,,,,815,,2016,0,0,0,0,0,0,COOK,031,00,00,,N,OTH,004-004-000,OUR CICERO CENTRAL TEAM WERE IN THE PROCESS OF PULLING OUT #5 TRACK AT KOPPERS AFTER COUPLING IT. TH,"EY PULLED ELEVEN CARS OUT TO THE LEAD TRACK, LINED THE SWITCH , SHOVED FOUR CARS OUT ON THE LEAD, TI","ED THEM DOWN , MADE A CUT THEN PULLED THE BALANCE OF THESE CARS( 8 CARS ) BACK OVER THE 5 TRACK SWIT",CH AND STOPPED. CHRIS THEN LINED THE 5 TRACK SWITCH FOR THE MOVEMENT BACK INTO 5 TRACK THEN GAVE THE,ENGINEER THE COMMAND TO BACK UP. AFTER TRAVELING SEVERAL CAR LENGTHS CHRIS GAVE THE COMMAND TO STOP,. WHEN CHRIS INVESTIGATED WHAT THE NOISE WAS HE CALLED THE CONDUCTOR GREG ANDERSON OVER TO SEE WHAT,HAPPENED. THE BRAKEMEN CHRIS HAD NOT SET THE CARS IN PROPER CLEARANCE AND HAD RUN INTO THEM DAMAGING,"FOUR CARS. NONE OF THE CARS WERE PUNCTURED , NOTHING WAS DERAILED AND OUR LOCOMOTIVE WAMX 3829 HAD",NO ILL EFFECTS.,,,,,,,0,41.81835,-87.751819,2,5,,,,INDUSTRIAL SPUR
16,07,NICD,N1600018,,,,,16,07,NICD,N1600018,,,16,07,28,2,59,PM,13,0,0,0,0,,CHICAGO,73.4,17,82,2,3,055,E,109,3,0,2,Y,MAIN,3,3,1,NICD,000021,001,Y,,,000,,1,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,67605,8378,M199,,0,0,0,0,M199,1,3,055,75983,,17C031,0,000000,0,1,,1,,08,30,08,30,1,4,,3L,,,,87,,2016,0,0,0,0,0,0,COOK,031,,,,Y,CWR,,TRAIN AND WIRE WAS STRUCK BY LIGHTNING CAUSING DAMAGE TO PANTOGRAPHS AND OVERHEAD WIRE.,,,,,,,,,,,,,,,0,41.658223,-87.560496,1,1,,,,SYSTEM
16,09,ALS,20160901,,,,,16,09,ALS,20160901,,,16,09,01,9,30,AM,12,0,0,0,0,,EAST ST LOUIS,3.95,17,75,2,1,007,E,YAS,3,0,7,Y,198,1,,2,UP,273148,064,Y,,,000,,1,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,16700,76,H312,H601,0,0,0,0,H312,2,1,007,16776,,17C163,0,000000,0,1,0,0,2,02,,,,1,4,,3S,,,,191,,2016,0,0,0,0,0,0,ST CLAIR,163,,,,N,OTH,,YARD JOB WAS  INSTRUCTED TO DOUBLE UP TRACK 7 PERIMETER TO THE CUT ON THE OLD MAIN UNIT 3 UNITS IN 6,4 CARS DOUBLING TO THE OLD MAIN. THE CREW HAD A HARD COUPLING AND IT BYPASSED THE COUPLERS.,,,,,,,,,,,,,,0,38.586863,-90.13285,2,5,K,L,,SYSTEM
